Date,ProductID,WarehouseID,OnHand,Reserved,Available,MinimumStock,TargetStock,ReorderQuantity,IssuesLast30Days,UnitCost,StockStatus
2017-12-31,P130,6,68,8,60,30,198,0,201,1019.51,Normal
2017-12-31,P131,1,0,0,0,28,140,140,114,1002.47,Sin stock
2017-12-31,P131,2,60,2,58,16,72,0,54,1002.47,Normal
2017-12-31,P131,4,0,0,0,54,222,222,0,1002.47,Sin stock
2017-12-31,P132,2,0,0,0,18,102,102,0,867.52,Sin stock
2017-12-31,P132,3,0,0,0,12,96,96,77,867.52,Sin stock
2017-12-31,P132,8,49,0,49,6,62,0,52,867.52,Normal
2017-12-31,P133,1,111,4,107,40,152,0,94,821.91,Normal
2017-12-31,P133,2,0,0,0,15,155,155,0,821.91,Sin stock
2017-12-31,P133,6,0,0,0,30,198,198,0,821.91,Sin stock
2017-12-31,P134,3,73,1,72,33,117,0,97,836.03,Normal
2017-12-31,P134,7,147,9,138,78,246,0,155,836.03,Normal
2017-12-31,P134,8,4,2,2,5,33,31,29,836.03,Bajo minimo
2017-12-31,P135,3,47,3,44,22,78,0,65,708.91,Normal
2017-12-31,P135,7,59,2,57,33,117,0,0,708.91,Normal
2017-12-31,P135,8,73,3,70,28,84,0,54,708.91,Normal
2017-12-31,P136,4,4,3,1,5,33,32,31,580.33,Bajo minimo
2017-12-31,P136,5,14,1,13,22,78,65,57,580.33,Bajo minimo
2017-12-31,P136,6,0,0,0,16,128,128,0,580.33,Sin stock
2017-12-31,P137,1,73,4,69,28,84,0,58,596.25,Normal
2017-12-31,P137,5,15,1,14,24,108,94,98,596.25,Bajo minimo
2017-12-31,P137,7,88,7,81,24,108,0,88,596.25,Normal
2017-12-31,P138,4,0,0,0,7,35,35,0,700.5,Sin stock
2017-12-31,P138,5,53,9,44,33,117,0,89,700.5,Normal
2017-12-31,P138,9,28,4,24,50,190,166,130,700.5,Bajo minimo
2017-12-31,P139,1,0,0,0,18,102,102,88,622.47,Sin stock
2017-12-31,P139,5,45,1,44,12,96,0,81,622.47,Normal
2017-12-31,P139,6,85,7,78,54,222,0,151,622.47,Normal
2017-12-31,P140,3,0,0,0,24,108,108,0,604.04,Sin stock
2017-12-31,P140,8,0,0,0,16,128,128,0,604.04,Sin stock
2017-12-31,P140,9,0,0,0,8,36,36,0,604.04,Sin stock
2017-12-31,P141,2,17,9,8,28,140,132,114,594.04,Bajo minimo
2017-12-31,P141,5,26,2,24,3,31,0,22,594.04,Normal
2017-12-31,P141,9,28,2,26,7,35,0,34,594.04,Normal
2017-12-31,P142,7,182,0,182,70,210,0,136,590.13,Normal
2017-12-31,P142,8,84,5,79,12,124,0,0,590.13,Normal
2017-12-31,P142,9,21,1,20,28,84,64,66,590.13,Bajo minimo
2017-12-31,P143,3,63,5,58,12,96,0,81,647.83,Normal
2017-12-31,P143,6,67,6,61,28,84,0,54,647.83,Normal
2017-12-31,P143,9,123,8,115,20,160,0,167,647.83,Normal
2017-12-31,P144,2,45,4,41,18,74,0,61,556.8,Normal
2017-12-31,P144,3,1,0,1,42,210,209,169,556.8,Bajo minimo
2017-12-31,P144,8,28,5,23,24,80,57,59,556.8,Bajo minimo
2017-12-31,P145,1,42,7,35,18,186,0,178,609.89,Normal
2017-12-31,P145,5,145,11,134,15,155,0,0,609.89,Normal
2017-12-31,P145,9,0,0,0,13,41,41,0,609.89,Sin stock
2017-12-31,P146,3,18,2,16,32,144,128,112,650.48,Bajo minimo
2017-12-31,P146,5,28,0,28,8,64,0,59,650.48,Normal
2017-12-31,P146,7,160,2,158,60,228,0,169,650.48,Normal
2017-12-31,P147,2,25,6,19,21,105,86,88,609.53,Bajo minimo
2017-12-31,P147,5,143,1,142,52,164,0,95,609.53,Normal
2017-12-31,P147,8,0,0,0,10,66,66,0,609.53,Sin stock
2017-12-31,P148,5,26,4,22,21,105,0,83,565.39,Normal
2017-12-31,P148,6,0,0,0,8,36,36,0,565.39,Sin stock
2017-12-31,P148,9,152,12,140,42,210,0,216,565.39,Normal
2017-12-31,P149,1,88,1,87,54,222,0,182,601.56,Normal
2017-12-31,P149,3,78,9,69,21,105,0,115,601.56,Normal
2017-12-31,P149,9,46,1,45,28,84,0,55,601.56,Normal
2017-12-31,P150,3,172,11,161,24,192,0,0,532.27,Normal
2017-12-31,P150,4,31,3,28,12,96,0,80,532.27,Normal
2017-12-31,P150,8,62,0,62,26,82,0,0,532.27,Normal
2017-12-31,P151,3,68,0,68,28,84,0,57,603.22,Normal
2017-12-31,P151,5,14,1,13,14,42,29,23,603.22,Bajo minimo
2017-12-31,P151,9,0,0,0,18,74,74,0,603.22,Sin stock
2017-12-31,P152,1,123,9,114,44,156,0,0,616.53,Normal
2017-12-31,P152,2,105,9,96,45,185,0,171,616.53,Normal
2017-12-31,P152,5,34,12,22,20,132,0,128,616.53,Normal
2017-12-31,P153,1,104,10,94,70,210,0,158,538.55,Normal
2017-12-31,P153,4,0,0,0,24,80,80,0,538.55,Sin stock
2017-12-31,P153,6,0,0,0,42,210,210,0,538.55,Sin stock
2017-12-31,P154,1,0,0,0,60,228,228,0,585.26,Sin stock
2017-12-31,P154,7,12,3,9,4,32,0,27,585.26,Normal
2017-12-31,P154,9,199,2,197,78,246,0,183,585.26,Normal
2017-12-31,P155,1,0,0,0,3,31,31,28,533.21,Sin stock
2017-12-31,P155,4,0,0,0,54,222,222,0,533.21,Sin stock
2017-12-31,P155,9,0,0,0,45,185,185,0,533.21,Sin stock
2017-12-31,P156,5,8,2,6,10,38,32,25,580.21,Bajo minimo
2017-12-31,P156,6,26,6,20,22,78,58,73,580.21,Bajo minimo
2017-12-31,P156,7,0,0,0,52,164,164,0,580.21,Sin stock
2017-12-31,P157,1,144,0,144,24,192,0,156,618.63,Normal
2017-12-31,P157,2,16,0,16,20,76,60,54,618.63,Bajo minimo
2017-12-31,P157,9,8,1,7,6,34,0,29,618.63,Normal
2017-12-31,P158,3,44,0,44,84,252,208,182,633.65,Bajo minimo
2017-12-31,P158,5,34,6,28,20,160,0,164,633.65,Normal
2017-12-31,P158,8,35,2,33,11,39,0,22,633.65,Normal
2017-12-31,P159,3,43,4,39,36,148,0,148,565.73,Normal
2017-12-31,P159,6,109,16,93,84,252,0,149,565.73,Normal
2017-12-31,P159,7,2,0,2,8,36,34,38,565.73,Bajo minimo
2017-12-31,P160,2,221,8,213,60,228,0,0,578.46,Normal
2017-12-31,P160,3,110,9,101,42,126,0,77,578.46,Normal
2017-12-31,P160,6,12,3,9,12,68,59,61,578.46,Bajo minimo
2017-12-31,P161,3,33,2,31,65,205,174,146,595.42,Bajo minimo
2017-12-31,P161,4,54,0,54,32,144,0,122,595.42,Normal
2017-12-31,P161,5,0,0,0,9,37,37,0,595.42,Sin stock
2017-12-31,P162,3,10,5,5,22,78,73,59,617.62,Bajo minimo
2017-12-31,P162,7,144,15,129,48,216,0,196,617.62,Normal
2017-12-31,P162,9,7,3,4,5,33,29,39,617.62,Bajo minimo
2017-12-31,P163,1,150,15,135,60,228,0,176,577.25,Normal
2017-12-31,P163,2,94,7,87,42,126,0,100,577.25,Normal
2017-12-31,P163,5,88,5,83,20,132,0,102,577.25,Normal
2017-12-31,P164,5,27,5,22,18,102,0,96,517.78,Normal
2017-12-31,P164,6,131,4,127,35,175,0,175,517.78,Normal
2017-12-31,P164,9,67,9,58,16,128,0,117,517.78,Normal
2017-12-31,P165,1,16,1,15,7,35,0,24,546.64,Normal
2017-12-31,P165,3,61,2,59,21,105,0,92,546.64,Normal
2017-12-31,P165,9,99,0,99,30,198,0,208,546.64,Normal
2017-12-31,P166,4,0,0,0,16,72,72,0,602.4,Sin stock
2017-12-31,P166,6,11,6,5,18,74,69,51,602.4,Bajo minimo
2017-12-31,P166,9,112,8,104,50,190,0,129,602.4,Normal
2017-12-31,P167,1,53,12,41,25,165,0,170,546.05,Normal
2017-12-31,P167,4,136,14,122,60,228,0,207,546.05,Normal
2017-12-31,P167,9,35,5,30,45,185,155,160,546.05,Bajo minimo
2017-12-31,P168,2,83,14,69,60,228,0,167,556.84,Normal
2017-12-31,P168,6,34,0,34,36,120,86,74,556.84,Bajo minimo
2017-12-31,P168,7,15,9,6,25,165,159,156,556.84,Bajo minimo
2017-12-31,P169,2,142,9,133,40,180,0,179,537.63,Normal
2017-12-31,P169,7,42,6,36,12,68,0,59,537.63,Normal
2017-12-31,P169,9,20,2,18,10,38,0,30,537.63,Normal
2017-12-31,P170,3,28,13,15,45,185,170,164,566.98,Bajo minimo
2017-12-31,P170,5,62,14,48,40,180,0,0,566.98,Normal
2017-12-31,P170,7,17,2,15,12,40,0,30,566.98,Normal
2017-12-31,P171,1,4,3,1,27,111,110,86,507.32,Bajo minimo
2017-12-31,P171,8,82,4,78,21,105,0,96,507.32,Normal
2017-12-31,P171,9,53,4,49,6,62,0,50,507.32,Normal
2017-12-31,P172,4,26,2,24,40,152,128,129,571.7,Bajo minimo
2017-12-31,P172,5,53,11,42,50,190,148,147,571.7,Bajo minimo
2017-12-31,P172,6,90,3,87,36,120,0,101,571.7,Normal
2017-12-31,P173,1,42,2,40,20,132,0,126,499.09,Normal
2017-12-31,P173,5,34,3,31,27,111,0,82,499.09,Normal
2017-12-31,P173,6,49,12,37,78,246,209,218,499.09,Bajo minimo
2017-12-31,P174,2,70,10,60,36,148,0,125,452.54,Normal
2017-12-31,P174,5,35,5,30,42,126,96,81,452.54,Bajo minimo
2017-12-31,P174,8,83,1,82,72,240,0,131,452.54,Normal
2017-12-31,P175,2,6,2,4,12,68,64,69,474.18,Bajo minimo
2017-12-31,P175,6,32,18,14,24,192,178,240,474.18,Bajo minimo
2017-12-31,P175,9,3,2,1,3,31,30,0,474.18,Bajo minimo
2017-12-31,P176,1,32,9,23,78,246,223,234,510.93,Bajo minimo
2017-12-31,P176,6,89,11,78,24,136,0,119,510.93,Normal
2017-12-31,P176,9,31,8,23,33,117,94,96,510.93,Bajo minimo
2017-12-31,P177,2,8,2,6,6,34,0,27,450.36,Normal
2017-12-31,P177,5,82,7,75,78,246,171,0,450.36,Bajo minimo
2017-12-31,P177,7,68,9,59,48,216,0,202,450.36,Normal
2017-12-31,P178,2,109,13,96,70,210,0,138,471.78,Normal
2017-12-31,P178,7,122,13,109,24,192,0,206,471.78,Normal
2017-12-31,P178,8,0,0,0,18,74,74,0,471.78,Sin stock
2017-12-31,P179,2,9,2,7,12,40,33,33,626.22,Bajo minimo
2017-12-31,P179,3,35,0,35,14,70,0,0,626.22,Normal
2017-12-31,P179,4,0,0,0,6,34,34,0,626.22,Sin stock
2017-12-31,P180,1,8,3,5,5,33,0,33,582.02,Normal
2017-12-31,P180,2,125,2,123,20,160,0,141,582.02,Normal
2017-12-31,P180,9,121,4,117,48,160,0,130,582.02,Normal
2017-12-31,P181,4,70,8,62,36,148,0,119,480.89,Normal
2017-12-31,P181,8,152,18,134,36,204,0,214,480.89,Normal
2017-12-31,P181,9,70,8,62,30,114,0,73,480.89,Normal
2017-12-31,P182,3,151,3,148,48,216,0,142,459,Normal
2017-12-31,P182,7,67,0,67,22,78,0,65,459,Normal
2017-12-31,P182,9,59,8,51,28,140,0,90,459,Normal
2017-12-31,P183,1,38,11,27,28,140,113,108,504.14,Bajo minimo
2017-12-31,P183,5,0,0,0,7,35,35,35,504.14,Sin stock
2017-12-31,P183,6,18,3,15,24,80,65,58,504.14,Bajo minimo
2017-12-31,P184,3,16,3,13,3,31,0,30,415,Normal
2017-12-31,P184,5,73,4,69,24,192,0,177,415,Normal
2017-12-31,P184,6,50,2,48,26,82,0,59,415,Normal
2017-12-31,P185,2,18,2,16,40,152,136,121,416.64,Bajo minimo
2017-12-31,P185,3,127,16,111,42,210,0,166,416.64,Normal
2017-12-31,P185,5,17,6,11,20,160,149,148,416.64,Bajo minimo
2017-12-31,P186,3,14,3,11,6,62,0,48,452.5,Normal
2017-12-31,P186,6,0,0,0,18,74,74,0,452.5,Sin stock
2017-12-31,P186,7,0,0,0,13,41,41,0,452.5,Sin stock
2017-12-31,P187,2,165,16,149,78,246,0,190,380.05,Normal
2017-12-31,P187,4,0,0,0,28,140,140,0,380.05,Sin stock
2017-12-31,P187,6,0,0,0,56,168,168,0,380.05,Sin stock
2017-12-31,P188,5,54,3,51,22,78,0,54,395.24,Normal
2017-12-31,P188,6,101,15,86,54,222,0,178,395.24,Normal
2017-12-31,P188,7,36,7,29,65,205,176,180,395.24,Bajo minimo
2017-12-31,P189,3,2,0,2,32,144,142,123,364.79,Bajo minimo
2017-12-31,P189,7,136,0,136,56,168,0,137,364.79,Normal
2017-12-31,P189,8,30,6,24,26,82,58,67,364.79,Bajo minimo
2017-12-31,P190,3,83,8,75,24,108,0,99,409.92,Normal
2017-12-31,P190,8,156,12,144,42,210,0,210,409.92,Normal
2017-12-31,P190,9,67,8,59,15,155,0,151,409.92,Normal
2017-12-31,P191,6,10,3,7,6,62,0,59,428.89,Normal
2017-12-31,P191,7,56,2,54,14,70,0,69,428.89,Normal
2017-12-31,P191,8,71,6,65,9,93,0,81,428.89,Normal
2017-12-31,P192,1,9,0,9,14,42,33,31,411.64,Bajo minimo
2017-12-31,P192,2,5,0,5,3,31,0,38,411.64,Normal
2017-12-31,P192,8,37,2,35,10,66,0,69,411.64,Normal
2017-12-31,P193,2,0,0,0,40,180,180,0,332.52,Sin stock
2017-12-31,P193,5,74,18,56,72,240,184,180,332.52,Bajo minimo
2017-12-31,P193,7,0,0,0,16,128,128,108,332.52,Sin stock
2017-12-31,P194,5,48,5,43,8,64,0,52,380.55,Normal
2017-12-31,P194,6,25,5,20,42,126,106,87,380.55,Bajo minimo
2017-12-31,P194,8,152,7,145,50,190,0,167,380.55,Normal
2017-12-31,P195,5,57,12,45,54,222,177,182,385.24,Bajo minimo
2017-12-31,P195,8,13,0,13,12,96,0,91,385.24,Normal
2017-12-31,P195,9,78,6,72,9,93,0,87,385.24,Normal
2017-12-31,P196,3,146,12,134,56,168,0,116,332.38,Normal
2017-12-31,P196,5,57,3,54,28,84,0,57,332.38,Normal
2017-12-31,P196,6,27,3,24,8,36,0,33,332.38,Normal
2017-12-31,P197,2,0,0,0,50,190,190,0,317.81,Sin stock
2017-12-31,P197,3,79,10,69,40,152,0,103,317.81,Normal
2017-12-31,P197,7,128,2,126,44,156,0,0,317.81,Normal
2017-12-31,P198,3,99,0,99,70,210,0,121,360.72,Normal
2017-12-31,P198,4,0,0,0,36,120,120,0,360.72,Sin stock
2017-12-31,P198,7,59,4,55,12,68,0,52,360.72,Normal
2017-12-31,P199,4,84,4,80,40,152,0,110,293.3,Normal
2017-12-31,P199,5,0,0,0,78,246,246,0,293.3,Sin stock
2017-12-31,P199,6,85,11,74,50,190,0,150,293.3,Normal
2017-12-31,P200,2,9,0,9,30,198,189,198,339.55,Bajo minimo
2017-12-31,P200,7,135,1,134,48,160,0,125,339.55,Normal
2017-12-31,P200,9,0,0,0,30,170,170,0,339.55,Sin stock
2017-12-31,P201,2,83,7,76,32,144,0,141,283.91,Normal
2017-12-31,P201,5,24,0,24,3,31,0,31,283.91,Normal
2017-12-31,P201,7,16,3,13,11,39,0,25,283.91,Normal
2017-12-31,P202,3,22,4,18,8,64,0,42,302.95,Normal
2017-12-31,P202,6,20,2,18,9,37,0,32,302.95,Normal
2017-12-31,P202,7,100,4,96,70,210,0,154,302.95,Normal
2017-12-31,P203,5,7,7,0,27,111,111,89,278.71,Sin stock
2017-12-31,P203,8,53,2,51,16,72,0,56,278.71,Normal
2017-12-31,P203,9,36,4,32,24,80,0,60,278.71,Normal
2017-12-31,P204,2,76,9,67,78,246,179,144,291.34,Bajo minimo
2017-12-31,P204,6,71,9,62,52,164,0,133,291.34,Normal
2017-12-31,P204,9,164,9,155,66,234,0,171,291.34,Normal
2017-12-31,P205,3,59,8,51,55,195,144,149,339.12,Bajo minimo
2017-12-31,P205,4,0,0,0,22,78,78,0,339.12,Sin stock
2017-12-31,P205,7,8,3,5,5,33,0,27,339.12,Normal
2017-12-31,P206,4,0,0,0,12,124,124,0,289.33,Sin stock
2017-12-31,P206,5,18,2,16,18,74,58,57,289.33,Bajo minimo
2017-12-31,P206,6,59,2,57,24,136,0,102,289.33,Normal
2017-12-31,P207,1,119,13,106,24,192,0,171,287.5,Normal
2017-12-31,P207,3,29,1,28,11,39,0,26,287.5,Normal
2017-12-31,P207,9,2,2,0,3,31,31,30,287.5,Sin stock
2017-12-31,P208,1,51,2,49,20,160,0,0,308.84,Normal
2017-12-31,P208,2,21,4,17,14,70,0,0,308.84,Normal
2017-12-31,P208,9,94,10,84,48,160,0,103,308.84,Normal
2017-12-31,P209,1,10,2,8,4,32,0,28,264.35,Normal
2017-12-31,P209,3,0,0,0,7,35,35,0,264.35,Sin stock
2017-12-31,P209,4,74,9,65,20,132,0,127,264.35,Normal
2017-12-31,P210,3,137,12,125,48,160,0,121,253.41,Normal
2017-12-31,P210,5,0,0,0,26,82,82,0,253.41,Sin stock
2017-12-31,P210,8,8,0,8,11,39,31,26,253.41,Bajo minimo
2017-12-31,P211,3,7,1,6,4,32,0,35,306,Normal
2017-12-31,P211,5,25,4,21,16,72,0,50,306,Normal
2017-12-31,P211,6,211,12,199,78,246,0,198,306,Normal
2017-12-31,P212,1,0,0,0,60,228,228,0,287.78,Sin stock
2017-12-31,P212,5,0,0,0,54,222,222,0,287.78,Sin stock
2017-12-31,P212,6,26,2,24,28,140,116,130,287.78,Bajo minimo
2017-12-31,P213,1,55,0,55,50,190,0,149,241.15,Normal
2017-12-31,P213,4,39,7,32,30,114,0,103,241.15,Normal
2017-12-31,P213,8,0,0,0,24,136,136,0,241.15,Sin stock
2017-12-31,P214,3,74,0,74,26,82,0,47,279.4,Normal
2017-12-31,P214,6,18,3,15,13,41,0,25,279.4,Normal
2017-12-31,P214,8,79,0,79,12,96,0,74,279.4,Normal
2017-12-31,P215,2,95,11,84,20,160,0,148,238.8,Normal
2017-12-31,P215,3,34,7,27,50,190,163,169,238.8,Bajo minimo
2017-12-31,P215,5,4,3,1,8,36,35,29,238.8,Bajo minimo
2017-12-31,P216,1,17,0,17,8,36,0,36,257.23,Normal
2017-12-31,P216,3,63,1,62,24,136,0,102,257.23,Normal
2017-12-31,P216,4,38,5,33,45,185,152,156,257.23,Bajo minimo
2017-12-31,P217,3,76,2,74,45,185,0,114,255.86,Normal
2017-12-31,P217,4,37,1,36,14,42,0,35,255.86,Normal
2017-12-31,P217,7,0,0,0,65,205,205,0,255.86,Sin stock
2017-12-31,P218,3,0,0,0,3,31,31,0,252.57,Sin stock
2017-12-31,P218,7,162,3,159,72,240,0,207,252.57,Normal
2017-12-31,P218,9,89,12,77,48,216,0,194,252.57,Normal
2017-12-31,P219,2,24,6,18,65,205,187,123,274.56,Bajo minimo
2017-12-31,P219,4,24,1,23,11,39,0,28,274.56,Normal
2017-12-31,P219,8,132,7,125,40,180,0,0,274.56,Normal
2017-12-31,P220,2,0,0,0,5,33,33,0,217.83,Sin stock
2017-12-31,P220,5,14,1,13,4,32,0,28,217.83,Normal
2017-12-31,P220,6,35,9,26,36,148,122,123,217.83,Bajo minimo
2017-12-31,P221,3,132,0,132,44,156,0,0,225.47,Normal
2017-12-31,P221,4,4,2,2,11,39,37,37,225.47,Bajo minimo
2017-12-31,P221,9,38,2,36,16,72,0,46,225.47,Normal
2017-12-31,P222,3,0,0,0,15,155,155,131,245.4,Sin stock
2017-12-31,P222,4,92,1,91,20,160,0,140,245.4,Normal
2017-12-31,P222,5,51,12,39,44,156,117,146,245.4,Bajo minimo
2017-12-31,P223,2,0,0,0,42,126,126,0,231.58,Sin stock
2017-12-31,P223,5,92,2,90,65,205,0,169,231.58,Normal
2017-12-31,P223,6,89,5,84,56,168,0,0,231.58,Normal
2017-12-31,P224,4,25,2,23,3,31,0,24,262.4,Normal
2017-12-31,P224,8,107,4,103,39,123,0,81,262.4,Normal
2017-12-31,P224,9,162,12,150,84,252,0,189,262.4,Normal
2017-12-31,P225,1,100,2,98,70,210,0,159,266.15,Normal
2017-12-31,P225,3,71,12,59,30,170,0,141,266.15,Normal
2017-12-31,P225,6,0,0,0,9,93,93,69,266.15,Sin stock
2017-12-31,P226,3,51,0,51,12,68,0,66,252.31,Normal
2017-12-31,P226,6,53,9,44,20,132,0,125,252.31,Normal
2017-12-31,P226,9,0,0,0,52,164,164,0,252.31,Sin stock
2017-12-31,P227,3,27,4,23,26,82,59,0,239.95,Bajo minimo
2017-12-31,P227,6,37,11,26,84,252,226,165,239.95,Bajo minimo
2017-12-31,P227,9,143,4,139,66,234,0,133,239.95,Normal
2017-12-31,P228,5,47,4,43,10,66,0,0,219.69,Normal
2017-12-31,P228,8,0,0,0,84,252,252,0,219.69,Sin stock
2017-12-31,P228,9,6,6,0,72,240,240,202,219.69,Sin stock
2017-12-31,P229,2,106,11,95,40,180,0,141,258.1,Normal
2017-12-31,P229,5,23,3,20,10,38,0,30,258.1,Normal
2017-12-31,P229,9,26,0,26,22,78,0,0,258.1,Normal
2017-12-31,P230,3,105,4,101,35,175,0,157,234.26,Normal
2017-12-31,P230,5,141,8,133,66,234,0,205,234.26,Normal
2017-12-31,P230,9,15,3,12,27,111,99,91,234.26,Bajo minimo
2017-12-31,P231,2,0,0,0,36,120,120,0,240.62,Sin stock
2017-12-31,P231,4,167,1,166,24,192,0,183,240.62,Normal
2017-12-31,P231,6,16,3,13,14,70,57,59,240.62,Bajo minimo
2017-12-31,P232,2,25,1,24,3,31,0,30,212.69,Normal
2017-12-31,P232,7,2,1,1,12,68,67,72,212.69,Bajo minimo
2017-12-31,P232,9,33,0,33,9,93,0,68,212.69,Normal
2017-12-31,P233,3,0,0,0,11,39,39,0,214.36,Sin stock
2017-12-31,P233,6,120,6,114,36,148,0,121,214.36,Normal
2017-12-31,P233,8,165,0,165,65,205,0,161,214.36,Normal
2017-12-31,P234,2,18,6,12,8,64,0,66,223.92,Normal
2017-12-31,P234,5,23,6,17,39,123,106,81,223.92,Bajo minimo
2017-12-31,P234,7,0,0,0,33,117,117,0,223.92,Sin stock
2017-12-31,P235,1,127,15,112,18,186,0,0,207.08,Normal
2017-12-31,P235,4,0,0,0,60,200,200,0,207.08,Sin stock
2017-12-31,P235,6,30,0,30,7,35,0,29,207.08,Normal
2017-12-31,P236,3,0,0,0,72,240,240,0,227.48,Sin stock
2017-12-31,P236,5,76,6,70,25,165,0,130,227.48,Normal
2017-12-31,P236,8,6,2,4,9,37,33,29,227.48,Bajo minimo
2017-12-31,P237,1,9,5,4,15,155,151,130,239.28,Bajo minimo
2017-12-31,P237,2,156,9,147,45,185,0,142,239.28,Normal
2017-12-31,P237,4,92,11,81,84,252,171,177,239.28,Bajo minimo
2017-12-31,P238,3,24,2,22,5,33,0,28,35.83,Normal
2017-12-31,P238,5,16,0,16,6,34,0,31,35.83,Normal
2017-12-31,P238,7,48,9,39,40,180,141,148,35.83,Bajo minimo
2017-12-31,P239,5,117,1,116,54,222,0,170,47.93,Normal
2017-12-31,P239,6,22,0,22,40,152,130,118,47.93,Bajo minimo
2017-12-31,P239,7,0,0,0,12,124,124,0,47.93,Sin stock
2017-12-31,P240,3,12,2,10,15,99,89,92,87.98,Bajo minimo
2017-12-31,P240,5,84,7,77,30,114,0,65,87.98,Normal
2017-12-31,P240,6,37,1,36,6,62,0,45,87.98,Normal
2017-12-31,P241,1,14,7,7,15,99,92,95,157.81,Bajo minimo
2017-12-31,P241,2,141,11,130,15,155,0,0,157.81,Normal
2017-12-31,P241,9,35,2,33,13,41,0,31,157.81,Normal
2017-12-31,P242,1,130,10,120,32,144,0,114,61.1,Normal
2017-12-31,P242,2,0,0,0,3,31,31,29,61.1,Sin stock
2017-12-31,P242,7,23,3,20,5,33,0,41,61.1,Normal
2017-12-31,P243,2,59,0,59,14,70,0,55,92.98,Normal
2017-12-31,P243,3,109,1,108,32,144,0,137,92.98,Normal
2017-12-31,P243,7,3,0,3,12,68,65,52,92.98,Bajo minimo
2017-12-31,P244,1,61,4,57,12,68,0,54,40.63,Normal
2017-12-31,P244,2,0,0,0,42,126,126,0,40.63,Sin stock
2017-12-31,P244,4,78,2,76,28,84,0,52,40.63,Normal
2017-12-31,P245,2,38,2,36,40,152,116,125,260.23,Bajo minimo
2017-12-31,P245,3,110,2,108,42,126,0,92,260.23,Normal
2017-12-31,P245,5,0,0,0,7,35,35,0,260.23,Sin stock
2017-12-31,P246,2,108,1,107,50,190,0,179,209.62,Normal
2017-12-31,P246,4,33,10,23,36,148,125,125,209.62,Bajo minimo
2017-12-31,P246,5,20,0,20,8,36,0,35,209.62,Normal
2017-12-31,P247,2,14,12,2,36,204,202,212,61.63,Bajo minimo
2017-12-31,P247,3,0,0,0,39,123,123,0,61.63,Sin stock
2017-12-31,P247,5,134,2,132,55,195,0,150,61.63,Normal
2017-12-31,P248,1,41,11,30,35,175,145,136,72.54,Bajo minimo
2017-12-31,P248,6,39,12,27,54,222,195,192,72.54,Bajo minimo
2017-12-31,P248,7,133,12,121,66,234,0,231,72.54,Normal
2017-12-31,P249,1,133,16,117,36,204,0,167,37.78,Normal
2017-12-31,P249,3,24,2,22,12,40,0,24,37.78,Normal
2017-12-31,P249,4,105,1,104,40,180,0,165,37.78,Normal
2017-12-31,P250,3,16,2,14,14,42,0,28,42.18,Normal
2017-12-31,P250,6,27,14,13,42,210,197,167,42.18,Bajo minimo
2017-12-31,P250,7,10,1,9,16,72,63,67,42.18,Bajo minimo
2017-12-31,P251,1,76,13,63,65,205,142,141,1153.64,Bajo minimo
2017-12-31,P251,6,72,0,72,24,108,0,68,1153.64,Normal
2017-12-31,P251,7,0,0,0,50,190,190,0,1153.64,Sin stock
2017-12-31,P252,3,59,1,58,56,168,0,116,7123.66,Normal
2017-12-31,P252,6,61,0,61,16,72,0,52,7123.66,Normal
2017-12-31,P252,7,10,1,9,13,41,32,32,7123.66,Bajo minimo
2017-12-31,P253,3,0,0,0,25,165,165,172,7123.66,Sin stock
2017-12-31,P253,8,5,1,4,15,155,151,168,7123.66,Bajo minimo
2017-12-31,P253,9,51,6,45,10,66,0,56,7123.66,Normal
2017-12-31,P254,4,139,7,132,30,170,0,149,7123.66,Normal
2017-12-31,P254,6,0,0,0,30,170,170,0,7123.66,Sin stock
2017-12-31,P254,8,98,4,94,45,185,0,133,7123.66,Normal
2017-12-31,P255,3,86,5,81,24,136,0,104,7123.66,Normal
2017-12-31,P255,6,7,2,5,4,32,0,16,7123.66,Normal
2017-12-31,P255,8,27,1,26,15,99,0,79,7123.66,Normal
2017-12-31,P256,1,9,6,3,26,82,79,63,7123.66,Bajo minimo
2017-12-31,P256,6,0,0,0,15,155,155,0,7123.66,Sin stock
2017-12-31,P256,9,57,12,45,36,204,0,160,7123.66,Normal
2017-12-31,P257,2,5,4,1,8,64,63,52,7123.66,Bajo minimo
2017-12-31,P257,4,63,3,60,18,74,0,50,7123.66,Normal
2017-12-31,P257,8,96,3,93,52,164,0,115,7123.66,Normal
2017-12-31,P258,1,28,11,17,20,132,115,148,7123.66,Bajo minimo
2017-12-31,P258,2,12,2,10,20,132,122,132,7123.66,Bajo minimo
2017-12-31,P258,7,89,9,80,24,108,0,0,7123.66,Normal
2017-12-31,P259,1,32,18,14,24,192,178,175,7123.66,Bajo minimo
2017-12-31,P259,5,14,1,13,5,33,0,31,7123.66,Normal
2017-12-31,P259,9,0,0,0,6,62,62,51,7123.66,Sin stock
2017-12-31,P260,6,67,5,62,18,102,0,85,7123.66,Normal
2017-12-31,P260,7,0,0,0,26,82,82,0,7123.66,Sin stock
2017-12-31,P260,9,146,13,133,48,216,0,173,7123.66,Normal
2017-12-31,P261,1,95,7,88,27,111,0,66,7123.66,Normal
2017-12-31,P261,5,0,0,0,30,198,198,0,7123.66,Sin stock
2017-12-31,P261,7,97,11,86,48,216,0,160,7123.66,Normal
