MovementID,Date,ProductID,WarehouseID,MovementType,Quantity,UnitCost,IsSimulated
31438,2017-04-07,P043,5,Issue,-5,865.59,Yes
31439,2017-04-08,P043,5,Issue,-2,865.59,Yes
31440,2017-04-09,P043,5,Issue,-1,865.59,Yes
31441,2017-04-10,P043,5,Issue,-5,865.59,Yes
31442,2017-04-12,P043,5,Issue,-5,865.59,Yes
31443,2017-04-13,P043,5,Issue,-4,865.59,Yes
31444,2017-04-14,P043,5,Issue,-5,865.59,Yes
31445,2017-04-15,P043,5,Issue,-1,865.59,Yes
31446,2017-04-17,P043,5,Issue,-3,865.59,Yes
31447,2017-04-18,P043,5,Issue,-1,865.59,Yes
31448,2017-04-19,P043,5,Issue,-1,865.59,Yes
31449,2017-04-20,P043,5,Issue,-4,865.59,Yes
31450,2017-04-21,P043,5,Issue,-1,865.59,Yes
31451,2017-04-22,P043,5,Issue,-1,865.59,Yes
31452,2017-04-23,P043,5,Issue,-5,865.59,Yes
31453,2017-04-24,P043,5,Issue,-2,865.59,Yes
31454,2017-04-28,P043,5,Issue,-6,865.59,Yes
31455,2017-04-30,P043,5,Issue,-1,865.59,Yes
31456,2017-05-01,P043,5,Receipt,93,865.59,Yes
31457,2017-05-01,P043,5,Issue,-2,865.59,Yes
31458,2017-05-02,P043,5,Issue,-6,865.59,Yes
31459,2017-05-04,P043,5,Issue,-2,865.59,Yes
31460,2017-05-05,P043,5,Issue,-6,865.59,Yes
31461,2017-05-07,P043,5,Issue,-5,865.59,Yes
31462,2017-05-08,P043,5,Issue,-2,865.59,Yes
31463,2017-05-09,P043,5,Issue,-5,865.59,Yes
31464,2017-05-11,P043,5,Issue,-3,865.59,Yes
31465,2017-05-12,P043,5,Issue,-3,865.59,Yes
31466,2017-05-13,P043,5,Issue,-3,865.59,Yes
31467,2017-05-14,P043,5,Issue,-2,865.59,Yes
31468,2017-05-15,P043,5,Issue,-1,865.59,Yes
31469,2017-05-17,P043,5,Issue,-2,865.59,Yes
31470,2017-05-20,P043,5,Issue,-5,865.59,Yes
31471,2017-05-21,P043,5,Issue,-1,865.59,Yes
31472,2017-05-22,P043,5,Issue,-3,865.59,Yes
31473,2017-05-23,P043,5,Issue,-1,865.59,Yes
31474,2017-05-24,P043,5,Issue,-3,865.59,Yes
31475,2017-05-26,P043,5,Issue,-1,865.59,Yes
31476,2017-05-28,P043,5,Issue,-6,865.59,Yes
31477,2017-05-29,P043,5,Issue,-5,865.59,Yes
31478,2017-05-30,P043,5,Issue,-2,865.59,Yes
31479,2017-05-31,P043,5,Issue,-6,865.59,Yes
31480,2017-06-01,P043,5,Issue,-1,865.59,Yes
31481,2017-06-03,P043,5,Issue,-2,865.59,Yes
31482,2017-06-04,P043,5,Issue,-3,865.59,Yes
31483,2017-06-05,P043,5,Issue,-3,865.59,Yes
31484,2017-06-06,P043,5,Issue,-1,865.59,Yes
31485,2017-06-07,P043,5,Issue,-4,865.59,Yes
31486,2017-06-08,P043,5,Issue,-1,865.59,Yes
31487,2017-06-09,P043,5,Issue,-6,865.59,Yes
31488,2017-06-10,P043,5,Issue,-1,865.59,Yes
31489,2017-06-12,P043,5,Receipt,97,865.59,Yes
31490,2017-06-12,P043,5,Issue,-3,865.59,Yes
31491,2017-06-13,P043,5,Issue,-3,865.59,Yes
31492,2017-06-14,P043,5,Issue,-3,865.59,Yes
31493,2017-06-15,P043,5,Issue,-4,865.59,Yes
31494,2017-06-16,P043,5,Issue,-4,865.59,Yes
31495,2017-06-17,P043,5,Issue,-2,865.59,Yes
31496,2017-06-18,P043,5,Issue,-4,865.59,Yes
31497,2017-06-19,P043,5,Issue,-3,865.59,Yes
31498,2017-06-20,P043,5,Issue,-3,865.59,Yes
31499,2017-06-21,P043,5,Issue,-1,865.59,Yes
31500,2017-06-22,P043,5,Issue,-3,865.59,Yes
31501,2017-06-23,P043,5,Issue,-5,865.59,Yes
31502,2017-06-24,P043,5,Issue,-6,865.59,Yes
31503,2017-06-25,P043,5,Issue,-3,865.59,Yes
31504,2017-06-26,P043,5,Issue,-4,865.59,Yes
31505,2017-06-29,P043,5,Issue,-4,865.59,Yes
31506,2017-06-30,P043,5,Issue,-3,865.59,Yes
31507,2017-07-01,P043,5,Issue,-6,865.59,Yes
31508,2017-07-02,P043,5,Issue,-6,865.59,Yes
31509,2017-07-06,P043,5,Issue,-4,865.59,Yes
31510,2017-07-07,P043,5,Issue,-5,865.59,Yes
31511,2017-07-08,P043,5,Issue,-2,865.59,Yes
31512,2017-07-09,P043,5,Issue,-4,865.59,Yes
31513,2017-07-10,P043,5,Receipt,85,865.59,Yes
31514,2017-07-13,P043,5,Issue,-1,865.59,Yes
31515,2017-07-14,P043,5,Issue,-2,865.59,Yes
31516,2017-07-15,P043,5,Issue,-6,865.59,Yes
31517,2017-07-16,P043,5,Issue,-3,865.59,Yes
31518,2017-07-17,P043,5,Issue,-3,865.59,Yes
31519,2017-07-19,P043,5,Issue,-2,865.59,Yes
31520,2017-07-20,P043,5,Issue,-1,865.59,Yes
31521,2017-07-22,P043,5,Issue,-6,865.59,Yes
31522,2017-07-24,P043,5,Issue,-5,865.59,Yes
31523,2017-07-25,P043,5,Issue,-6,865.59,Yes
31524,2017-07-26,P043,5,Issue,-6,865.59,Yes
31525,2017-07-27,P043,5,Issue,-4,865.59,Yes
31526,2017-07-29,P043,5,Issue,-1,865.59,Yes
31527,2017-07-30,P043,5,Issue,-2,865.59,Yes
31528,2017-07-31,P043,5,Issue,-6,865.59,Yes
31529,2017-08-01,P043,5,Issue,-3,865.59,Yes
31530,2017-08-02,P043,5,Issue,-6,865.59,Yes
31531,2017-08-03,P043,5,Issue,-5,865.59,Yes
31532,2017-08-05,P043,5,Issue,-5,865.59,Yes
31533,2017-08-06,P043,5,Issue,-6,865.59,Yes
31534,2017-08-07,P043,5,Issue,-4,865.59,Yes
31535,2017-08-08,P043,5,Issue,-2,865.59,Yes
31536,2017-08-09,P043,5,Issue,-6,865.59,Yes
31537,2017-08-10,P043,5,Issue,-1,865.59,Yes
31538,2017-08-11,P043,5,Issue,-2,865.59,Yes
31539,2017-08-12,P043,5,Issue,-1,865.59,Yes
31540,2017-08-13,P043,5,Issue,-6,865.59,Yes
31541,2017-08-14,P043,5,Receipt,101,865.59,Yes
31542,2017-08-14,P043,5,Issue,-1,865.59,Yes
31543,2017-08-15,P043,5,Issue,-4,865.59,Yes
31544,2017-08-16,P043,5,Issue,-1,865.59,Yes
31545,2017-08-18,P043,5,Issue,-2,865.59,Yes
31546,2017-08-19,P043,5,Issue,-6,865.59,Yes
31547,2017-08-20,P043,5,Issue,-1,865.59,Yes
31548,2017-08-21,P043,5,Issue,-3,865.59,Yes
31549,2017-08-22,P043,5,Issue,-6,865.59,Yes
31550,2017-08-23,P043,5,Issue,-2,865.59,Yes
31551,2017-08-24,P043,5,Issue,-6,865.59,Yes
31552,2017-08-25,P043,5,Issue,-1,865.59,Yes
31553,2017-08-26,P043,5,Issue,-5,865.59,Yes
31554,2017-08-27,P043,5,Issue,-1,865.59,Yes
31555,2017-08-28,P043,5,Issue,-4,865.59,Yes
31556,2017-08-29,P043,5,Issue,-4,865.59,Yes
31557,2017-08-30,P043,5,Issue,-2,865.59,Yes
31558,2017-08-31,P043,5,Issue,-2,865.59,Yes
31559,2017-09-01,P043,5,Issue,-5,865.59,Yes
31560,2017-09-02,P043,5,Issue,-3,865.59,Yes
31561,2017-09-03,P043,5,Issue,-5,865.59,Yes
31562,2017-09-04,P043,5,Issue,-5,865.59,Yes
31563,2017-09-05,P043,5,Issue,-2,865.59,Yes
31564,2017-09-07,P043,5,Issue,-3,865.59,Yes
31565,2017-09-08,P043,5,Issue,-3,865.59,Yes
31566,2017-09-10,P043,5,Issue,-4,865.59,Yes
31567,2017-09-11,P043,5,Issue,-6,865.59,Yes
31568,2017-09-12,P043,5,Issue,-5,865.59,Yes
31569,2017-09-13,P043,5,Issue,-2,865.59,Yes
31570,2017-09-14,P043,5,Issue,-3,865.59,Yes
31571,2017-09-15,P043,5,Issue,-6,865.59,Yes
31572,2017-09-16,P043,5,Issue,-4,865.59,Yes
31573,2017-09-17,P043,5,Issue,-6,865.59,Yes
31574,2017-09-18,P043,5,Receipt,113,865.59,Yes
31575,2017-09-18,P043,5,Issue,-3,865.59,Yes
31576,2017-09-19,P043,5,Issue,-3,865.59,Yes
31577,2017-09-20,P043,5,Issue,-6,865.59,Yes
31578,2017-09-21,P043,5,Issue,-2,865.59,Yes
31579,2017-09-22,P043,5,Issue,-2,865.59,Yes
31580,2017-09-23,P043,5,Issue,-3,865.59,Yes
31581,2017-09-25,P043,5,Issue,-3,865.59,Yes
31582,2017-09-26,P043,5,Issue,-2,865.59,Yes
31583,2017-09-28,P043,5,Issue,-4,865.59,Yes
31584,2017-09-29,P043,5,Issue,-5,865.59,Yes
31585,2017-09-30,P043,5,Issue,-2,865.59,Yes
31586,2017-10-01,P043,5,Issue,-4,865.59,Yes
31587,2017-10-02,P043,5,Issue,-5,865.59,Yes
31588,2017-10-03,P043,5,Issue,-3,865.59,Yes
31589,2017-10-04,P043,5,Issue,-3,865.59,Yes
31590,2017-10-05,P043,5,Issue,-4,865.59,Yes
31591,2017-10-06,P043,5,Issue,-4,865.59,Yes
31592,2017-10-07,P043,5,Issue,-1,865.59,Yes
31593,2017-10-08,P043,5,Issue,-6,865.59,Yes
31594,2017-10-09,P043,5,Issue,-3,865.59,Yes
31595,2017-10-10,P043,5,Issue,-5,865.59,Yes
31596,2017-10-11,P043,5,Issue,-6,865.59,Yes
31597,2017-10-12,P043,5,Issue,-2,865.59,Yes
31598,2017-10-13,P043,5,Issue,-4,865.59,Yes
31599,2017-10-14,P043,5,Issue,-2,865.59,Yes
31600,2017-10-15,P043,5,Issue,-4,865.59,Yes
31601,2017-10-16,P043,5,Receipt,91,865.59,Yes
31602,2017-10-16,P043,5,Issue,-3,865.59,Yes
31603,2017-10-17,P043,5,Issue,-4,865.59,Yes
31604,2017-10-18,P043,5,Issue,-2,865.59,Yes
31605,2017-10-20,P043,5,Issue,-4,865.59,Yes
31606,2017-10-21,P043,5,Issue,-1,865.59,Yes
31607,2017-10-22,P043,5,Issue,-2,865.59,Yes
31608,2017-10-23,P043,5,Issue,-6,865.59,Yes
31609,2017-10-24,P043,5,Issue,-1,865.59,Yes
31610,2017-10-25,P043,5,Issue,-1,865.59,Yes
31611,2017-10-26,P043,5,Issue,-4,865.59,Yes
31612,2017-10-28,P043,5,Issue,-5,865.59,Yes
31613,2017-10-29,P043,5,Issue,-3,865.59,Yes
31614,2017-10-30,P043,5,Issue,-2,865.59,Yes
31615,2017-10-31,P043,5,Issue,-2,865.59,Yes
31616,2017-11-01,P043,5,Issue,-3,865.59,Yes
31617,2017-11-02,P043,5,Issue,-4,865.59,Yes
31618,2017-11-03,P043,5,Issue,-6,865.59,Yes
31619,2017-11-05,P043,5,Issue,-5,865.59,Yes
31620,2017-11-06,P043,5,Issue,-1,865.59,Yes
31621,2017-11-07,P043,5,Issue,-4,865.59,Yes
31622,2017-11-08,P043,5,Issue,-3,865.59,Yes
31623,2017-11-09,P043,5,Issue,-6,865.59,Yes
31624,2017-11-10,P043,5,Issue,-3,865.59,Yes
31625,2017-11-11,P043,5,Issue,-6,865.59,Yes
31626,2017-11-12,P043,5,Issue,-5,865.59,Yes
31627,2017-11-13,P043,5,Receipt,86,865.59,Yes
31628,2017-11-13,P043,5,Issue,-4,865.59,Yes
31629,2017-11-14,P043,5,Issue,-1,865.59,Yes
31630,2017-11-15,P043,5,Issue,-3,865.59,Yes
31631,2017-11-16,P043,5,Issue,-5,865.59,Yes
31632,2017-11-17,P043,5,Issue,-5,865.59,Yes
31633,2017-11-18,P043,5,Issue,-6,865.59,Yes
31634,2017-11-19,P043,5,Issue,-6,865.59,Yes
31635,2017-11-20,P043,5,Issue,-1,865.59,Yes
31636,2017-11-22,P043,5,Issue,-6,865.59,Yes
31637,2017-11-24,P043,5,Issue,-1,865.59,Yes
31638,2017-11-25,P043,5,Issue,-3,865.59,Yes
31639,2017-11-26,P043,5,Issue,-1,865.59,Yes
31640,2017-11-27,P043,5,Issue,-6,865.59,Yes
31641,2017-11-28,P043,5,Issue,-5,865.59,Yes
31642,2017-11-29,P043,5,Issue,-5,865.59,Yes
31643,2017-11-30,P043,5,Issue,-4,865.59,Yes
31644,2017-12-01,P043,5,Issue,-6,865.59,Yes
31645,2017-12-02,P043,5,Issue,-3,865.59,Yes
31646,2017-12-03,P043,5,Issue,-5,865.59,Yes
31647,2017-12-04,P043,5,Issue,-3,865.59,Yes
31648,2017-12-05,P043,5,Issue,-1,865.59,Yes
31649,2017-12-08,P043,5,Issue,-2,865.59,Yes
31650,2017-12-10,P043,5,Issue,-2,865.59,Yes
31651,2017-12-11,P043,5,Issue,-1,865.59,Yes
31652,2017-12-12,P043,5,Issue,-6,865.59,Yes
31653,2017-12-13,P043,5,Issue,-5,865.59,Yes
31654,2017-12-14,P043,5,Issue,-1,865.59,Yes
31655,2017-12-15,P043,5,Issue,-5,865.59,Yes
31656,2017-12-16,P043,5,Issue,-2,865.59,Yes
31657,2017-12-17,P043,5,Issue,-3,865.59,Yes
31658,2017-12-18,P043,5,Receipt,107,865.59,Yes
31659,2017-12-18,P043,5,Issue,-3,865.59,Yes
31660,2017-12-19,P043,5,Issue,-6,865.59,Yes
31661,2017-12-20,P043,5,Issue,-5,865.59,Yes
31662,2017-12-21,P043,5,Issue,-6,865.59,Yes
31663,2017-12-22,P043,5,Issue,-5,865.59,Yes
31664,2017-12-23,P043,5,Issue,-4,865.59,Yes
31665,2017-12-26,P043,5,Issue,-2,865.59,Yes
31666,2017-12-27,P043,5,Issue,-4,865.59,Yes
31667,2017-12-28,P043,5,Issue,-5,865.59,Yes
31668,2017-12-29,P043,5,Issue,-2,865.59,Yes
31669,2017-12-30,P043,5,Issue,-6,865.59,Yes
31670,2017-01-01,P043,6,Opening,109,865.59,Yes
31671,2017-01-01,P043,6,Issue,-3,865.59,Yes
31672,2017-01-02,P043,6,Issue,-7,865.59,Yes
31673,2017-01-04,P043,6,Issue,-2,865.59,Yes
31674,2017-01-05,P043,6,Issue,-8,865.59,Yes
31675,2017-01-06,P043,6,Issue,-8,865.59,Yes
31676,2017-01-07,P043,6,Issue,-4,865.59,Yes
31677,2017-01-08,P043,6,Issue,-7,865.59,Yes
31678,2017-01-09,P043,6,Issue,-5,865.59,Yes
31679,2017-01-11,P043,6,Issue,-2,865.59,Yes
31680,2017-01-12,P043,6,Issue,-3,865.59,Yes
31681,2017-01-13,P043,6,Issue,-2,865.59,Yes
31682,2017-01-14,P043,6,Issue,-4,865.59,Yes
31683,2017-01-15,P043,6,Issue,-4,865.59,Yes
31684,2017-01-16,P043,6,Issue,-6,865.59,Yes
31685,2017-01-17,P043,6,Issue,-6,865.59,Yes
31686,2017-01-18,P043,6,Issue,-6,865.59,Yes
31687,2017-01-20,P043,6,Issue,-6,865.59,Yes
31688,2017-01-21,P043,6,Issue,-7,865.59,Yes
31689,2017-01-22,P043,6,Issue,-7,865.59,Yes
31690,2017-01-24,P043,6,Issue,-7,865.59,Yes
31691,2017-01-25,P043,6,Issue,-5,865.59,Yes
31692,2017-01-01,P043,8,Opening,99,865.59,Yes
31693,2017-01-02,P043,8,Issue,-1,865.59,Yes
31694,2017-01-03,P043,8,Issue,-3,865.59,Yes
31695,2017-01-04,P043,8,Issue,-6,865.59,Yes
31696,2017-01-05,P043,8,Issue,-6,865.59,Yes
31697,2017-01-06,P043,8,Issue,-5,865.59,Yes
31698,2017-01-07,P043,8,Issue,-2,865.59,Yes
31699,2017-01-08,P043,8,Issue,-2,865.59,Yes
31700,2017-01-09,P043,8,Issue,-1,865.59,Yes
31701,2017-01-10,P043,8,Issue,-3,865.59,Yes
31702,2017-01-11,P043,8,Issue,-5,865.59,Yes
31703,2017-01-12,P043,8,Issue,-1,865.59,Yes
31704,2017-01-14,P043,8,Issue,-3,865.59,Yes
31705,2017-01-15,P043,8,Issue,-6,865.59,Yes
31706,2017-01-16,P043,8,Issue,-5,865.59,Yes
31707,2017-01-17,P043,8,Issue,-5,865.59,Yes
31708,2017-01-18,P043,8,Issue,-5,865.59,Yes
31709,2017-01-19,P043,8,Issue,-6,865.59,Yes
31710,2017-01-20,P043,8,Issue,-3,865.59,Yes
31711,2017-01-21,P043,8,Issue,-6,865.59,Yes
31712,2017-01-22,P043,8,Issue,-5,865.59,Yes
31713,2017-01-23,P043,8,Issue,-2,865.59,Yes
31714,2017-01-24,P043,8,Issue,-4,865.59,Yes
31715,2017-01-27,P043,8,Issue,-6,865.59,Yes
31716,2017-01-28,P043,8,Issue,-4,865.59,Yes
31717,2017-01-29,P043,8,Issue,-1,865.59,Yes
31718,2017-01-30,P043,8,Receipt,99,865.59,Yes
31719,2017-01-30,P043,8,Issue,-1,865.59,Yes
31720,2017-01-31,P043,8,Issue,-3,865.59,Yes
31721,2017-02-01,P043,8,Issue,-5,865.59,Yes
31722,2017-02-02,P043,8,Issue,-2,865.59,Yes
31723,2017-02-03,P043,8,Issue,-3,865.59,Yes
31724,2017-02-04,P043,8,Issue,-5,865.59,Yes
31725,2017-02-05,P043,8,Issue,-4,865.59,Yes
31726,2017-02-06,P043,8,Issue,-5,865.59,Yes
31727,2017-02-07,P043,8,Issue,-4,865.59,Yes
31728,2017-02-08,P043,8,Issue,-6,865.59,Yes
31729,2017-02-09,P043,8,Issue,-2,865.59,Yes
31730,2017-02-11,P043,8,Issue,-4,865.59,Yes
31731,2017-02-13,P043,8,Issue,-4,865.59,Yes
31732,2017-02-14,P043,8,Issue,-2,865.59,Yes
31733,2017-02-15,P043,8,Issue,-6,865.59,Yes
31734,2017-02-16,P043,8,Issue,-3,865.59,Yes
31735,2017-02-17,P043,8,Issue,-2,865.59,Yes
31736,2017-02-18,P043,8,Issue,-6,865.59,Yes
31737,2017-02-19,P043,8,Issue,-5,865.59,Yes
31738,2017-02-20,P043,8,Issue,-5,865.59,Yes
31739,2017-02-21,P043,8,Issue,-2,865.59,Yes
31740,2017-02-22,P043,8,Issue,-1,865.59,Yes
31741,2017-02-23,P043,8,Issue,-3,865.59,Yes
31742,2017-02-24,P043,8,Issue,-4,865.59,Yes
31743,2017-02-25,P043,8,Issue,-4,865.59,Yes
31744,2017-02-26,P043,8,Issue,-4,865.59,Yes
31745,2017-02-27,P043,8,Receipt,95,865.59,Yes
31746,2017-02-27,P043,8,Issue,-2,865.59,Yes
31747,2017-02-28,P043,8,Issue,-6,865.59,Yes
31748,2017-03-01,P043,8,Issue,-1,865.59,Yes
31749,2017-03-02,P043,8,Issue,-4,865.59,Yes
31750,2017-03-03,P043,8,Issue,-4,865.59,Yes
31751,2017-03-04,P043,8,Issue,-2,865.59,Yes
31752,2017-03-05,P043,8,Issue,-1,865.59,Yes
31753,2017-03-06,P043,8,Issue,-4,865.59,Yes
31754,2017-03-07,P043,8,Issue,-1,865.59,Yes
31755,2017-03-08,P043,8,Issue,-2,865.59,Yes
31756,2017-03-09,P043,8,Issue,-2,865.59,Yes
31757,2017-03-10,P043,8,Issue,-3,865.59,Yes
31758,2017-03-12,P043,8,Issue,-4,865.59,Yes
31759,2017-03-13,P043,8,Issue,-3,865.59,Yes
31760,2017-03-14,P043,8,Issue,-1,865.59,Yes
31761,2017-03-15,P043,8,Issue,-1,865.59,Yes
31762,2017-03-16,P043,8,Issue,-3,865.59,Yes
31763,2017-03-17,P043,8,Issue,-4,865.59,Yes
31764,2017-03-18,P043,8,Issue,-6,865.59,Yes
31765,2017-03-20,P043,8,Issue,-6,865.59,Yes
31766,2017-03-21,P043,8,Issue,-4,865.59,Yes
31767,2017-03-22,P043,8,Issue,-2,865.59,Yes
31768,2017-03-23,P043,8,Issue,-5,865.59,Yes
31769,2017-03-24,P043,8,Issue,-2,865.59,Yes
31770,2017-03-26,P043,8,Issue,-4,865.59,Yes
31771,2017-03-27,P043,8,Issue,-4,865.59,Yes
31772,2017-03-28,P043,8,Issue,-6,865.59,Yes
31773,2017-03-29,P043,8,Issue,-1,865.59,Yes
31774,2017-03-30,P043,8,Issue,-5,865.59,Yes
31775,2017-03-31,P043,8,Issue,-1,865.59,Yes
31776,2017-04-01,P043,8,Issue,-1,865.59,Yes
31777,2017-04-02,P043,8,Issue,-6,865.59,Yes
31778,2017-04-03,P043,8,Receipt,101,865.59,Yes
31779,2017-04-03,P043,8,Issue,-6,865.59,Yes
31780,2017-04-04,P043,8,Issue,-6,865.59,Yes
31781,2017-04-05,P043,8,Issue,-3,865.59,Yes
31782,2017-04-06,P043,8,Issue,-2,865.59,Yes
31783,2017-04-07,P043,8,Issue,-1,865.59,Yes
31784,2017-04-08,P043,8,Issue,-1,865.59,Yes
31785,2017-04-09,P043,8,Issue,-5,865.59,Yes
31786,2017-04-10,P043,8,Issue,-4,865.59,Yes
31787,2017-04-11,P043,8,Issue,-4,865.59,Yes
31788,2017-04-12,P043,8,Issue,-3,865.59,Yes
31789,2017-04-13,P043,8,Issue,-1,865.59,Yes
31790,2017-04-15,P043,8,Issue,-1,865.59,Yes
31791,2017-04-16,P043,8,Issue,-3,865.59,Yes
31792,2017-04-17,P043,8,Issue,-2,865.59,Yes
31793,2017-04-18,P043,8,Issue,-3,865.59,Yes
31794,2017-04-19,P043,8,Issue,-2,865.59,Yes
31795,2017-04-21,P043,8,Issue,-3,865.59,Yes
31796,2017-04-22,P043,8,Issue,-5,865.59,Yes
31797,2017-04-23,P043,8,Issue,-3,865.59,Yes
31798,2017-04-24,P043,8,Issue,-4,865.59,Yes
31799,2017-04-25,P043,8,Issue,-6,865.59,Yes
31800,2017-04-26,P043,8,Issue,-6,865.59,Yes
31801,2017-04-27,P043,8,Issue,-4,865.59,Yes
31802,2017-04-28,P043,8,Issue,-1,865.59,Yes
31803,2017-04-29,P043,8,Issue,-4,865.59,Yes
31804,2017-05-01,P043,8,Issue,-4,865.59,Yes
31805,2017-05-02,P043,8,Issue,-4,865.59,Yes
31806,2017-05-03,P043,8,Issue,-6,865.59,Yes
31807,2017-05-05,P043,8,Issue,-1,865.59,Yes
31808,2017-05-06,P043,8,Issue,-4,865.59,Yes
31809,2017-05-08,P043,8,Receipt,102,865.59,Yes
31810,2017-05-08,P043,8,Issue,-4,865.59,Yes
31811,2017-05-09,P043,8,Issue,-5,865.59,Yes
31812,2017-05-10,P043,8,Issue,-5,865.59,Yes
31813,2017-05-11,P043,8,Issue,-1,865.59,Yes
31814,2017-05-13,P043,8,Issue,-4,865.59,Yes
31815,2017-05-14,P043,8,Issue,-4,865.59,Yes
31816,2017-05-15,P043,8,Issue,-1,865.59,Yes
31817,2017-05-16,P043,8,Issue,-1,865.59,Yes
31818,2017-05-17,P043,8,Issue,-6,865.59,Yes
31819,2017-05-18,P043,8,Issue,-2,865.59,Yes
31820,2017-05-19,P043,8,Issue,-4,865.59,Yes
31821,2017-05-20,P043,8,Issue,-5,865.59,Yes
31822,2017-05-21,P043,8,Issue,-3,865.59,Yes
31823,2017-05-22,P043,8,Issue,-5,865.59,Yes
31824,2017-05-23,P043,8,Issue,-1,865.59,Yes
31825,2017-05-24,P043,8,Issue,-6,865.59,Yes
31826,2017-05-25,P043,8,Issue,-5,865.59,Yes
31827,2017-05-26,P043,8,Issue,-5,865.59,Yes
31828,2017-05-27,P043,8,Issue,-3,865.59,Yes
31829,2017-05-28,P043,8,Issue,-5,865.59,Yes
31830,2017-05-29,P043,8,Issue,-2,865.59,Yes
31831,2017-05-30,P043,8,Issue,-2,865.59,Yes
31832,2017-05-31,P043,8,Issue,-4,865.59,Yes
31833,2017-06-01,P043,8,Issue,-4,865.59,Yes
31834,2017-06-02,P043,8,Issue,-4,865.59,Yes
31835,2017-06-03,P043,8,Issue,-6,865.59,Yes
31836,2017-06-04,P043,8,Issue,-5,865.59,Yes
31837,2017-06-05,P043,8,Receipt,102,865.59,Yes
31838,2017-06-06,P043,8,Issue,-4,865.59,Yes
31839,2017-06-07,P043,8,Issue,-6,865.59,Yes
31840,2017-06-09,P043,8,Issue,-3,865.59,Yes
31841,2017-06-10,P043,8,Issue,-2,865.59,Yes
31842,2017-06-11,P043,8,Issue,-3,865.59,Yes
31843,2017-06-13,P043,8,Issue,-3,865.59,Yes
31844,2017-06-14,P043,8,Issue,-5,865.59,Yes
31845,2017-06-15,P043,8,Issue,-6,865.59,Yes
31846,2017-06-16,P043,8,Issue,-3,865.59,Yes
31847,2017-06-17,P043,8,Issue,-4,865.59,Yes
31848,2017-06-18,P043,8,Issue,-6,865.59,Yes
31849,2017-06-21,P043,8,Issue,-1,865.59,Yes
31850,2017-06-22,P043,8,Issue,-6,865.59,Yes
31851,2017-06-23,P043,8,Issue,-5,865.59,Yes
31852,2017-06-24,P043,8,Issue,-5,865.59,Yes
31853,2017-06-25,P043,8,Issue,-1,865.59,Yes
31854,2017-06-26,P043,8,Issue,-5,865.59,Yes
31855,2017-06-27,P043,8,Issue,-1,865.59,Yes
31856,2017-06-28,P043,8,Issue,-1,865.59,Yes
31857,2017-06-29,P043,8,Issue,-4,865.59,Yes
31858,2017-07-01,P043,8,Issue,-6,865.59,Yes
31859,2017-07-03,P043,8,Issue,-2,865.59,Yes
31860,2017-07-04,P043,8,Issue,-2,865.59,Yes
31861,2017-07-05,P043,8,Issue,-4,865.59,Yes
31862,2017-07-06,P043,8,Issue,-6,865.59,Yes
31863,2017-07-07,P043,8,Issue,-6,865.59,Yes
31864,2017-07-08,P043,8,Issue,-2,865.59,Yes
31865,2017-07-10,P043,8,Receipt,102,865.59,Yes
31866,2017-07-10,P043,8,Issue,-4,865.59,Yes
31867,2017-07-11,P043,8,Issue,-5,865.59,Yes
31868,2017-07-12,P043,8,Issue,-1,865.59,Yes
31869,2017-07-13,P043,8,Issue,-3,865.59,Yes
31870,2017-07-14,P043,8,Issue,-1,865.59,Yes
31871,2017-07-15,P043,8,Issue,-4,865.59,Yes
31872,2017-07-16,P043,8,Issue,-4,865.59,Yes
31873,2017-07-17,P043,8,Issue,-2,865.59,Yes
31874,2017-07-18,P043,8,Issue,-2,865.59,Yes
31875,2017-07-19,P043,8,Issue,-2,865.59,Yes
31876,2017-07-20,P043,8,Issue,-6,865.59,Yes
31877,2017-07-21,P043,8,Issue,-5,865.59,Yes
31878,2017-07-22,P043,8,Issue,-4,865.59,Yes
31879,2017-07-23,P043,8,Issue,-6,865.59,Yes
31880,2017-07-25,P043,8,Issue,-6,865.59,Yes
31881,2017-07-26,P043,8,Issue,-6,865.59,Yes
31882,2017-07-27,P043,8,Issue,-3,865.59,Yes
31883,2017-07-28,P043,8,Issue,-1,865.59,Yes
31884,2017-07-30,P043,8,Issue,-4,865.59,Yes
31885,2017-07-31,P043,8,Issue,-6,865.59,Yes
31886,2017-08-01,P043,8,Issue,-5,865.59,Yes
31887,2017-08-02,P043,8,Issue,-2,865.59,Yes
31888,2017-08-03,P043,8,Issue,-6,865.59,Yes
31889,2017-08-04,P043,8,Issue,-6,865.59,Yes
31890,2017-08-05,P043,8,Issue,-6,865.59,Yes
31891,2017-08-06,P043,8,Issue,-1,865.59,Yes
31892,2017-08-07,P043,8,Receipt,101,865.59,Yes
31893,2017-08-07,P043,8,Issue,-5,865.59,Yes
31894,2017-08-08,P043,8,Issue,-1,865.59,Yes
31895,2017-08-09,P043,8,Issue,-1,865.59,Yes
31896,2017-08-11,P043,8,Issue,-5,865.59,Yes
31897,2017-08-12,P043,8,Issue,-5,865.59,Yes
31898,2017-08-13,P043,8,Issue,-6,865.59,Yes
31899,2017-08-14,P043,8,Issue,-2,865.59,Yes
31900,2017-08-15,P043,8,Issue,-6,865.59,Yes
31901,2017-08-16,P043,8,Issue,-1,865.59,Yes
31902,2017-08-17,P043,8,Issue,-6,865.59,Yes
