ProductID,WarehouseID,LeadTimeDays,MinimumStock,TargetStock,Scenario
P304,3,3,18,186,Normal
P304,9,11,44,156,Exceso
P305,5,3,12,124,Normal
P305,6,9,9,37,Normal
P305,8,11,22,78,Normal
P306,1,5,15,99,Exceso
P306,2,9,18,74,Demora
P306,6,3,15,155,Normal
P307,1,9,36,148,Sin demanda
P307,5,10,10,38,Exceso
P307,6,14,14,42,Normal
P308,5,10,20,76,Demora
P308,7,12,60,200,Normal
P308,9,12,72,240,Demora
P309,3,12,72,240,Demora
P309,5,10,40,152,Demora
P309,7,3,6,62,Normal
P310,3,4,20,160,Normal
P310,7,5,25,165,Normal
P310,8,5,10,66,Exceso
P311,2,14,28,84,Sin demanda
P311,3,13,26,82,Normal
P311,9,10,20,76,Normal
P312,2,8,8,36,Exceso
P312,3,5,30,198,Normal
P312,4,9,9,37,Normal
P313,3,12,36,120,Normal
P313,4,8,48,216,Normal
P313,6,5,15,99,Normal
P314,5,14,14,42,Normal
P314,6,9,45,185,Demora
P314,9,11,22,78,Demora
P315,1,11,33,117,Normal
P315,8,4,20,160,Normal
P315,9,5,30,198,Normal
P316,3,5,10,66,Sin demanda
P316,5,12,72,240,Demora
P316,7,10,50,190,Normal
P317,2,14,28,84,Normal
P317,5,10,60,228,Normal
P317,7,7,35,175,Normal
P318,5,13,39,123,Normal
P318,6,9,18,74,Normal
P318,9,4,20,160,Exceso
P319,4,6,30,170,Normal
P319,5,7,7,35,Normal
P319,6,6,30,170,Demora
P320,1,3,15,155,Normal
P320,7,6,6,34,Normal
P320,9,5,10,66,Exceso
P321,2,12,12,40,Normal
P321,8,5,30,198,Normal
P321,9,4,12,96,Normal
P322,4,14,28,84,Normal
P322,6,9,18,74,Demora
P322,8,5,25,165,Normal
P323,5,3,15,155,Normal
P323,6,9,36,148,Normal
P323,9,4,24,192,Normal
P324,3,9,27,111,Demora
P324,8,14,56,168,Exceso
P324,9,3,15,155,Exceso
P325,4,5,30,198,Normal
P325,8,11,55,195,Normal
P325,9,13,26,82,Exceso
P326,3,8,16,72,Normal
P326,5,5,20,132,Normal
P326,7,12,48,160,Normal
P327,2,5,25,165,Normal
P327,7,6,24,136,Normal
P327,9,3,3,31,Normal
P328,1,5,25,165,Normal
P328,4,3,6,62,Normal
P328,5,4,20,160,Exceso
P329,3,6,24,136,Normal
P329,4,9,36,148,Exceso
P329,8,6,6,34,Sin demanda
P330,2,8,24,108,Normal
P330,3,12,60,200,Normal
P330,8,8,32,144,Demora
P331,6,9,27,111,Demora
P331,7,12,48,160,Normal
P331,8,5,10,66,Normal
P332,1,11,44,156,Exceso
P332,4,14,56,168,Normal
P332,5,9,45,185,Exceso
P333,5,9,36,148,Normal
P333,8,12,24,80,Normal
P333,9,12,12,40,Normal
P334,3,12,24,80,Exceso
P334,4,5,25,165,Normal
P334,8,13,13,41,Exceso
P335,4,14,14,42,Normal
P335,8,10,20,76,Normal
P335,9,9,54,222,Normal
P336,4,7,35,175,Normal
P336,5,4,24,192,Normal
P336,7,12,24,80,Demora
P337,3,4,20,160,Normal
P337,4,3,9,93,Exceso
P337,9,6,30,170,Normal
P338,3,11,55,195,Normal
P338,6,6,6,34,Normal
P338,8,12,60,200,Normal
P339,3,4,8,64,Exceso
P339,6,5,25,165,Exceso
P339,9,10,60,228,Normal
P340,3,5,5,33,Demora
P340,8,14,42,126,Normal
P340,9,10,50,190,Normal
P341,3,6,12,68,Normal
P341,7,5,25,165,Normal
P341,8,4,16,128,Sin demanda
P342,5,7,28,140,Normal
P342,8,5,5,33,Normal
P342,9,12,72,240,Normal
P343,1,3,3,31,Demora
P343,2,13,52,164,Normal
P343,8,4,4,32,Normal
P344,2,7,35,175,Demora
P344,5,14,70,210,Normal
P344,7,14,70,210,Normal
P345,4,9,45,185,Normal
P345,6,4,24,192,Normal
P345,7,13,78,246,Normal
P346,3,11,66,234,Normal
P346,6,9,9,37,Normal
P346,9,11,55,195,Normal
P347,1,12,24,80,Normal
P347,2,14,14,42,Normal
P347,7,6,24,136,Exceso
P348,1,4,4,32,Sin demanda
P348,4,8,8,36,Normal
P348,5,9,36,148,Exceso
P349,2,9,18,74,Normal
P349,3,3,3,31,Normal
P349,7,14,56,168,Exceso
P350,1,10,50,190,Exceso
P350,6,5,20,132,Demora
P350,9,7,28,140,Normal
P351,1,4,20,160,Normal
P351,4,10,30,114,Normal
P351,7,14,42,126,Normal
P352,2,4,8,64,Exceso
P352,3,8,48,216,Normal
P352,8,11,11,39,Exceso
P353,1,9,18,74,Normal
P353,4,3,18,186,Normal
P353,9,7,21,105,Normal
P354,1,8,16,72,Demora
P354,3,10,20,76,Normal
P354,8,3,6,62,Demora
P355,2,12,60,200,Normal
P355,7,8,48,216,Demora
P355,8,6,24,136,Normal
P356,2,10,20,76,Demora
P356,6,6,36,204,Normal
P356,7,14,56,168,Normal
P357,3,3,3,31,Normal
P357,7,14,84,252,Sin demanda
P357,9,3,6,62,Normal
P358,1,5,15,99,Sin demanda
P358,4,3,18,186,Normal
P358,8,9,18,74,Exceso
P359,2,4,4,32,Normal
P359,4,14,42,126,Demora
P359,5,6,36,204,Normal
P360,2,7,42,210,Normal
P360,6,3,9,93,Normal
P360,9,13,13,41,Demora
P361,6,7,42,210,Exceso
P361,7,5,10,66,Normal
P361,9,14,14,42,Normal
P362,1,9,27,111,Normal
P362,5,3,15,155,Exceso
P362,6,11,33,117,Normal
P363,3,4,12,96,Sin demanda
P363,4,12,60,200,Demora
P363,6,4,16,128,Normal
P364,1,8,16,72,Sin demanda
P364,7,7,42,210,Normal
P364,9,4,8,64,Normal
P365,4,11,66,234,Normal
P365,7,5,30,198,Demora
P365,9,10,10,38,Exceso
P366,2,13,39,123,Demora
P366,3,3,12,124,Exceso
P366,7,12,72,240,Demora
P367,2,13,39,123,Normal
P367,3,11,22,78,Normal
P367,4,11,55,195,Normal
P368,3,13,26,82,Normal
P368,6,12,24,80,Normal
P368,7,11,33,117,Normal
P369,2,5,10,66,Normal
P369,3,9,45,185,Normal
P369,9,3,12,124,Normal
P370,1,8,24,108,Sin demanda
P370,3,3,15,155,Normal
P370,7,10,60,228,Normal
P371,3,12,12,40,Demora
P371,6,5,30,198,Normal
P371,9,7,35,175,Normal
P372,1,4,4,32,Normal
P372,3,6,6,34,Normal
P372,4,4,20,160,Normal
P373,1,11,55,195,Exceso
P373,3,14,14,42,Normal
P373,8,9,45,185,Normal
P374,3,3,18,186,Normal
P374,4,7,14,70,Normal
P374,5,8,48,216,Normal
P375,1,14,14,42,Normal
P375,6,4,8,64,Normal
P375,8,13,39,123,Normal
P376,2,11,66,234,Demora
P376,4,9,9,37,Exceso
P376,7,14,84,252,Normal
P377,1,14,14,42,Normal
P377,3,8,24,108,Normal
P377,9,10,20,76,Sin demanda
P378,2,12,24,80,Normal
P378,4,3,3,31,Normal
P378,6,13,78,246,Normal
P379,5,9,45,185,Demora
P379,6,5,10,66,Exceso
P379,9,10,50,190,Normal
P380,4,13,39,123,Normal
P380,6,5,20,132,Exceso
P380,7,5,5,33,Exceso
P381,3,6,36,204,Normal
P381,4,6,30,170,Normal
P381,7,4,16,128,Normal
P382,5,13,26,82,Normal
P382,6,10,30,114,Normal
P382,8,6,36,204,Demora
P383,4,12,12,40,Normal
P383,6,7,42,210,Normal
P383,9,5,10,66,Exceso
P384,2,5,10,66,Normal
P384,5,7,21,105,Demora
P384,9,4,16,128,Exceso
P385,1,5,20,132,Sin demanda
P385,8,6,12,68,Normal
P385,9,12,12,40,Exceso
P386,1,14,14,42,Normal
P386,6,3,6,62,Exceso
P386,9,3,15,155,Exceso
P387,2,3,18,186,Normal
P387,6,7,35,175,Normal
P387,9,7,14,70,Normal
P388,5,14,56,168,Normal
P388,7,7,42,210,Exceso
P388,8,13,13,41,Sin demanda
P389,1,13,39,123,Normal
P389,5,8,40,180,Demora
P389,6,8,40,180,Exceso
P390,1,10,30,114,Normal
P390,3,8,16,72,Normal
P390,5,12,36,120,Exceso
P391,6,8,8,36,Normal
P391,7,4,24,192,Normal
P391,9,14,14,42,Exceso
P392,3,11,44,156,Exceso
P392,4,3,12,124,Normal
P392,8,5,10,66,Normal
P393,1,9,54,222,Normal
P393,5,4,16,128,Normal
P393,6,14,28,84,Normal
P394,2,14,56,168,Normal
P394,6,13,26,82,Normal
P394,7,7,28,140,Normal
P395,1,3,12,124,Demora
P395,2,9,18,74,Normal
P395,4,11,22,78,Normal
P396,1,4,12,96,Normal
P396,2,7,14,70,Demora
P396,4,8,16,72,Normal
P397,4,11,11,39,Normal
P397,5,6,12,68,Normal
P397,6,12,12,40,Normal
P398,4,3,9,93,Normal
P398,5,7,42,210,Normal
P398,8,13,13,41,Exceso
P399,2,6,6,34,Demora
P399,4,12,12,40,Normal
P399,6,4,20,160,Normal
P400,4,14,14,42,Demora
P400,5,6,12,68,Demora
P400,9,5,5,33,Normal
